,paragraph,category,source
1590,"In a separate but related development, Osondu Onyekwere, respected former councillor and PDP leader from Itumbauzor, also announced his switch to the APC.",Politics & Power,https://thesun.ng/abia-pdp-leaders-defect-to-apc-cite-kalus-influence/
1591,“Senator Kalu is rehabilitating two schools in Ntalakwu and has already constructed about 12km of the 60km road connecting Bende to our community. No other Senator from Abia is doing what he’s doing. Leadership is about the value you add—and Senator Kalu has set the bar.”,Politics & Power,https://thesun.ng/abia-pdp-leaders-defect-to-apc-cite-kalus-influence/
1592,"“It’s not just about the party anymore; it’s about the individual. Anyone who refuses to identify with Orji Uzor Kalu is making a great mistake,” he added.",Politics & Power,https://thesun.ng/abia-pdp-leaders-defect-to-apc-cite-kalus-influence/
1593,"The OUK Movement, Abia’s largest grassroots political structure loyal to Senator Kalu, held a strategic joint meeting on May 17 with legislative aides and LGA coordinators to consolidate support for the re-election of both President Tinubu and Senator Kalu.",Politics & Power,https://thesun.ng/abia-pdp-leaders-defect-to-apc-cite-kalus-influence/
1594,"Chaired by the patron of the movement, Chief Agu Agu Ogwo, and attended by representatives from all 17 LGAs, the meeting emphasised total grassroots mobilisation ahead of the 2027 general elections.",Politics & Power,https://thesun.ng/abia-pdp-leaders-defect-to-apc-cite-kalus-influence/
1595,"“The project of reelecting President Bola Ahmed Tinubu and our own Senator Orji Uzor Kalu is not just political; it’s personal,” declared  Sunday Ogbaja Orjisi, state chairman of the OUK Movement.",Politics & Power,https://thesun.ng/abia-pdp-leaders-defect-to-apc-cite-kalus-influence/
1596,"“We were the only zone that delivered votes to President Tinubu in 2023 despite the Labour Party wave. We will do it again—and even bigger—in 2027. We passed a serious vote of confidence on our principal Senator Kalu, who has carried the APC on his back in Abia State.”",Politics & Power,https://thesun.ng/abia-pdp-leaders-defect-to-apc-cite-kalus-influence/
1597,"The meeting concluded with a unanimous vote of confidence in President Tinubu and Senator Kalu, affirming the unwavering commitment of the OUK Movement and its partners to the victory of the APC in Abia and beyond.",Politics & Power,https://thesun.ng/abia-pdp-leaders-defect-to-apc-cite-kalus-influence/
1598,"As momentum builds across Abia North, analysts say this realignment signals a major shakeup ahead of the 2027 elections, with Senator Orji Uzor Kalu emerging as the central figure reshaping the region’s political landscape.",Politics & Power,https://thesun.ng/abia-pdp-leaders-defect-to-apc-cite-kalus-influence/
1599,"Amidstthe spate of carpet crossings by opposition bigwigs and their followers, an All Progressives Congress, APC bigwig, Chief Sam Nkire, has predicted victory and strength for democracy and the ruling APC in the next general elections.",Politics & Power,https://thesun.ng/defectorll-strengthen-democracy-apc-nkire/
1600,"Rather than disintegrate and weaken, the APC chieftain said the calibre and quality of opposition converts streaming into his party was “not only amazing but a sign and shape of things to come in the 2027 presidential and other elections.”",Politics & Power,https://thesun.ng/defectorll-strengthen-democracy-apc-nkire/
1601,"Chief Nkire added that any patriotic Nigerian would agree that Nigeria’s president, Bola Tinubu was, no doubt, making the right moves towards improving the poor economic and insecurity climate he inherited on assumption of office on May 29, 2023.",Politics & Power,https://thesun.ng/defectorll-strengthen-democracy-apc-nkire/
1602,"The former National Chairman of PPA and a pioneer member of the APC national caucus also assured Nigerians that his party under the leadership of President Tinubu would not fail, with the windfall created by the high quality political influx from opposition parties into the ruling party. He added that unity is strength.",Politics & Power,https://thesun.ng/defectorll-strengthen-democracy-apc-nkire/
1603,"Chief Nkire seized the opportunity to appeal to Nigerian voters to trust Tinubu, who he described as an experienced wealth creator and political visionary, to pilot the country to the promised land.",Politics & Power,https://thesun.ng/defectorll-strengthen-democracy-apc-nkire/
1604,"He further appealed to the decampees, returning and remaining members to tolerate and be patient with one another in order to work in unity to achieve the set goals of the APC, which include making life better, as well as protecting lives and property of Nigerians.",Politics & Power,https://thesun.ng/defectorll-strengthen-democracy-apc-nkire/
1605,"In another development, he has thrown his weight behind such opposition party members as the Federal Capital Territory Minister, Nyesom Wike, who he described as a patriot and an asset of immense importance to the APC government.",Politics & Power,https://thesun.ng/defectorll-strengthen-democracy-apc-nkire/
1606,He said Wike is one of the most hard-working ministers Tinubu chose from the opposition parties on assumption of office.,Politics & Power,https://thesun.ng/defectorll-strengthen-democracy-apc-nkire/
1607,"According to him, “President Tinubu remains one of the best managers of men and material and knows how best to deploy politicians, irrespective of party affiliation.”",Politics & Power,https://thesun.ng/defectorll-strengthen-democracy-apc-nkire/
1608,"FromAgaju Madugba,Katsina",Politics & Power,https://thesun.ng/ex-katsina-pdp-chairman-joins-apc/
1609,"Aformer chairman of the Peoples Democratic Party (PDP) in Katsina State, Salisu Yusuf Majigiri, has formally joined the All Progressives Congress (APC).",Politics & Power,https://thesun.ng/ex-katsina-pdp-chairman-joins-apc/
1610,"Majigiri, currently representing Mashi/Dutsi Federal Constituency at the National Assembly, had earlier notified the leadership of the House of Representatives about his intention to leave the PDP for the APC.",Politics & Power,https://thesun.ng/ex-katsina-pdp-chairman-joins-apc/
1611,"Speaking during a ceremony at his ward in Mashi Local Government Area, where he formally registered as a member of the APC and collected his membership certificate, he said: “The PDP is suffering from a self-inflicted, protracted leadership illness.”",Politics & Power,https://thesun.ng/ex-katsina-pdp-chairman-joins-apc/
1612,He alleged that the PDP in Katsina State was enmeshed in irreconcilable differences and lacking coherent leadership orchestrated by some ‘self-fish individuals’ within the party.,Politics & Power,https://thesun.ng/ex-katsina-pdp-chairman-joins-apc/
1613,"According to him, “PDP is suffering from protracted leadership illness both at national and state levels since after the 2023 presidential primary of the party. So, if there is no leadership, what can you do for your people?",Politics & Power,https://thesun.ng/ex-katsina-pdp-chairman-joins-apc/
1614,"“It’s important to put the interest of our people first, not our individual and personal interests. We need development, progress and better wellbeing of our people. So, it is better for me to join a party that is focused with direction and unity.",Politics & Power,https://thesun.ng/ex-katsina-pdp-chairman-joins-apc/
